Date,Time,No.,PAR,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,Fm'1,Fm'2,Fm'3,Fm'4,Fm'5,Fm'6,Fm'7,Fm'8,Fm'9,Fm'10,Fm'11,Fm'12,Y(II)1,Y(II)2,Y(II)3,Y(II)4,Y(II)5,Y(II)6,Y(II)7,Y(II)8,Y(II)9,Y(II)10,Y(II)11,Y(II)12
05.04.23,20:45:25,1,0,0.0709,0.0494,0.0718,0.0679,0.0689,0.0611,0.0503,0.0704,0.0587,0.0557,0.0376,0.0626,0.2141,0.1408,0.2346,0.1613,0.1691,0.1559,0.1461,0.2209,0.1867,0.1339,0.086,0.1647,0.669,0.649,0.694,0.579,0.592,0.608,0.656,0.681,0.686,0.584,0.563,0.62
