Date,Time,No.,PAR,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,Fm'1,Fm'2,Fm'3,Fm'4,Fm'5,Fm'6,Fm'7,Fm'8,Fm'9,Fm'10,Fm'11,Fm'12,Y(II)1,Y(II)2,Y(II)3,Y(II)4,Y(II)5,Y(II)6,Y(II)7,Y(II)8,Y(II)9,Y(II)10,Y(II)11,Y(II)12
05.04.23,20:36:09,1,0,0.0743,0.0748,0.0704,0.0464,0.0484,0.0484,0.0743,0.0582,0.065,0.0596,0.0709,0.0738,0.194,0.2077,0.216,0.1305,0.1447,0.1344,0.1872,0.1579,0.175,0.1447,0.1764,0.1882,0.617,0.64,0.674,0.644,0.666,0.64,0.603,0.632,0.628,0.588,0.598,0.608
