Date,Time,No.,PAR,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,Fm'1,Fm'2,Fm'3,Fm'4,Fm'5,Fm'6,Fm'7,Fm'8,Fm'9,Fm'10,Fm'11,Fm'12,Y(II)1,Y(II)2,Y(II)3,Y(II)4,Y(II)5,Y(II)6,Y(II)7,Y(II)8,Y(II)9,Y(II)10,Y(II)11,Y(II)12
05.04.23,20:23:37,1,0,0.0396,0.0332,0.0552,0.0523,0.063,0.0606,0.0679,0.0508,0.0376,0.0611,0.0601,0.0591,0.109,0.0841,0.1491,0.1515,0.1911,0.1906,0.1823,0.1432,0.1026,0.1769,0.1652,0.1779,0.637,0.605,0.63,0.655,0.67,0.682,0.627,0.645,0.633,0.655,0.636,0.668
