Date,Time,No.,PAR,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,Fm'1,Fm'2,Fm'3,Fm'4,Fm'5,Fm'6,Fm'7,Fm'8,Fm'9,Fm'10,Fm'11,Fm'12,Y(II)1,Y(II)2,Y(II)3,Y(II)4,Y(II)5,Y(II)6,Y(II)7,Y(II)8,Y(II)9,Y(II)10,Y(II)11,Y(II)12
05.04.23,20:15:03,1,0,0.0699,0.0499,0.0533,0.0479,0.042,0.0269,0.0572,0.0611,0.0684,0.0518,0.0533,0.0616,0.1716,0.1261,0.13,0.1056,0.0909,0.0626,0.1271,0.1432,0.1642,0.1119,0.1251,0.1417,0.593,0.605,0.59,0.546,0.538,0.57,0.55,0.573,0.583,0.537,0.574,0.566
