Date,Time,No.,PAR,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,Fm'1,Fm'2,Fm'3,Fm'4,Fm'5,Fm'6,Fm'7,Fm'8,Fm'9,Fm'10,Fm'11,Fm'12,Y(II)1,Y(II)2,Y(II)3,Y(II)4,Y(II)5,Y(II)6,Y(II)7,Y(II)8,Y(II)9,Y(II)10,Y(II)11,Y(II)12
05.04.23,20:39:15,1,0,0.0743,0.042,0.0787,0.0635,0.0674,0.0479,0.0587,0.0679,0.0792,0.0547,0.0591,0.0572,0.2053,0.1061,0.2155,0.1755,0.197,0.1344,0.1378,0.1794,0.2239,0.1603,0.1696,0.176,0.638,0.604,0.635,0.638,0.658,0.644,0.574,0.621,0.646,0.659,0.651,0.675
