Date,Time,No.,PAR,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,Fm'1,Fm'2,Fm'3,Fm'4,Fm'5,Fm'6,Fm'7,Fm'8,Fm'9,Fm'10,Fm'11,Fm'12,Fm'13,Y(II)1,Y(II)2,Y(II)3,Y(II)4,Y(II)5,Y(II)6,Y(II)7,Y(II)8,Y(II)9,Y(II)10,Y(II)11,Y(II)12,Y(II)13
04.04.23,19:13:56,1,0,0.0039,0.0728,0.0797,0.0655,0.0718,0.0748,0.0782,0.0709,0.0738,0.0474,0.0474,0.0494,0.0396,0.0068,0.1241,0.1393,0.1251,0.1667,0.1681,0.1813,0.1276,0.1349,0.1041,0.1217,0.1305,0.1051,0,0.413,0.428,0.477,0.569,0.555,0.569,0.444,0.453,0.545,0.61,0.622,0.623
