Date,Time,No.,PAR,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,Fm'1,Fm'2,Fm'3,Fm'4,Fm'5,Fm'6,Fm'7,Fm'8,Fm'9,Fm'10,Fm'11,Fm'12,Y(II)1,Y(II)2,Y(II)3,Y(II)4,Y(II)5,Y(II)6,Y(II)7,Y(II)8,Y(II)9,Y(II)10,Y(II)11,Y(II)12
05.04.23,20:29:41,1,0,0.0758,0.0821,0.0772,0.0611,0.0689,0.0704,0.0821,0.0777,0.0738,0.0743,0.0655,0.0621,0.1613,0.1755,0.1676,0.1447,0.1608,0.1711,0.1877,0.1833,0.1584,0.1906,0.1657,0.1716,0.53,0.532,0.539,0.578,0.571,0.589,0.563,0.576,0.534,0.61,0.605,0.638
