Date,Time,No.,PAR,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,Fm'1,Fm'2,Fm'3,Fm'4,Fm'5,Fm'6,Fm'7,Fm'8,Fm'9,Fm'10,Fm'11,Fm'12,Y(II)1,Y(II)2,Y(II)3,Y(II)4,Y(II)5,Y(II)6,Y(II)7,Y(II)8,Y(II)9,Y(II)10,Y(II)11,Y(II)12
05.04.23,20:42:34,1,0,0.0552,0.0503,0.0621,0.045,0.0547,0.0513,0.0508,0.0337,0.0386,0.0499,0.0445,0.0371,0.1408,0.1344,0.1808,0.1183,0.1398,0.1315,0.1036,0.0821,0.0978,0.1544,0.1413,0.1168,0.608,0.625,0.657,0.62,0.608,0.61,0.509,0.589,0.605,0.677,0.685,0.682
