Date,Time,No.,PAR,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,Fm'1,Fm'2,Fm'3,Fm'4,Fm'5,Fm'6,Fm'7,Fm'8,Fm'9,Fm'10,Fm'11,Fm'12,Fm'13,Y(II)1,Y(II)2,Y(II)3,Y(II)4,Y(II)5,Y(II)6,Y(II)7,Y(II)8,Y(II)9,Y(II)10,Y(II)11,Y(II)12,Y(II)13
04.04.23,19:17:59,1,0,0.0044,0.0733,0.0816,0.0723,0.0459,0.0455,0.0626,0.0376,0.0577,0.0635,0.066,0.042,0.0425,0.0078,0.1642,0.1652,0.1354,0.0963,0.0924,0.1256,0.0836,0.1486,0.1579,0.1471,0.0973,0.1075,0,0.554,0.506,0.466,0.523,0.508,0.502,0.55,0.612,0.598,0.551,0.568,0.605
